student_id,first_name,email,enrollment_date,program,enrollment_status,gpa,credits_attempted,credits_completed,failed_courses,attendance_rate,lms_logins_last_30d,assignments_submitted,assignments_total,late_submissions,advisor_meetings,financial_aid,dropped_out
STU00386,Lillian,student00386@university.edu,2024-07-20 22:05:01.603120,Engineering,full_time,3.3,52,48,2,81.9,29,29,34,2,4,True,False
STU00387,Ethan,student00387@university.edu,2024-03-10 22:05:01.603121,Nursing,part_time,3.37,91,82,1,86.5,29,21,24,0,4,False,False
STU00388,Scarlett,student00388@university.edu,2025-04-26 22:05:01.603123,Nursing,part_time,3.58,52,47,1,91.9,31,28,32,2,4,False,False
STU00389,Grace,student00389@university.edu,2024-07-09 22:05:01.603125,Business,full_time,3.7,29,27,0,99.9,34,30,31,2,5,False,False
STU00390,Victoria,student00390@university.edu,2025-01-03 22:05:01.603126,Computer Science,full_time,3.18,81,72,1,89.3,30,25,30,2,5,True,False
STU00391,Daniel,student00391@university.edu,2025-10-30 22:05:01.603128,Business,full_time,3.52,49,44,1,92.3,28,22,25,0,5,False,False
STU00392,Avery,student00392@university.edu,2024-06-17 22:05:01.603129,Computer Science,full_time,3.63,82,73,1,86.8,32,20,22,0,5,True,False
STU00393,Riley,student00393@university.edu,2025-09-28 22:05:01.603131,Computer Science,part_time,2.37,52,37,4,62.5,4,20,33,9,2,False,True
STU00394,Owen,student00394@university.edu,2025-10-03 22:05:01.603133,Nursing,full_time,3.32,50,46,2,88.8,27,25,31,4,5,True,False
STU00395,Lillian,student00395@university.edu,2025-04-10 22:05:01.603134,Computer Science,full_time,3.37,83,79,0,89.9,30,20,21,1,4,True,False
STU00396,Ella,student00396@university.edu,2025-10-29 22:05:01.603136,Engineering,full_time,3.77,68,64,0,91.3,31,31,34,3,6,False,False
STU00397,Scarlett,student00397@university.edu,2025-08-16 22:05:01.603137,Engineering,part_time,3.62,53,52,1,91.9,28,27,30,3,5,True,False
STU00398,Madison,student00398@university.edu,2025-05-15 22:05:01.603139,Engineering,full_time,2.5,42,29,3,71.8,4,17,25,5,3,True,False
STU00399,Jack,student00399@university.edu,2025-04-20 22:05:01.603141,Nursing,full_time,1.96,60,39,5,61.4,6,10,22,5,1,True,True
STU00400,Abigail,student00400@university.edu,2025-10-20 22:05:01.603142,Business,full_time,3.17,69,57,2,87.7,26,16,21,2,4,False,True
STU00401,Sebastian,student00401@university.edu,2024-12-30 22:05:01.603144,Liberal Arts,full_time,3.54,18,16,1,91.7,29,31,34,0,5,True,False
STU00402,Emily,student00402@university.edu,2025-08-30 22:05:01.603146,Computer Science,part_time,2.08,42,27,5,63.5,2,10,20,5,1,False,True
STU00403,Madison,student00403@university.edu,2025-10-28 22:05:01.603148,Liberal Arts,full_time,2.32,84,60,4,69.1,12,19,33,7,2,True,True
STU00404,Olivia,student00404@university.edu,2024-05-21 22:05:01.603149,Business,full_time,3.32,67,56,2,86.4,26,24,27,1,5,True,False
STU00405,Henry,student00405@university.edu,2025-01-12 22:05:01.603151,Business,full_time,3.61,70,68,0,97.0,32,18,20,0,5,True,False
STU00406,Elizabeth,student00406@university.edu,2025-11-19 22:05:01.603153,Nursing,full_time,3.7,39,37,1,92.9,30,30,31,0,5,True,False
STU00407,Joseph,student00407@university.edu,2025-04-02 22:05:01.603154,Engineering,full_time,2.33,79,53,4,62.9,16,20,34,7,2,False,True
STU00408,Ella,student00408@university.edu,2025-12-07 22:05:01.603156,Engineering,full_time,3.43,38,34,1,98.0,29,22,24,0,6,False,False
STU00409,Olivia,student00409@university.edu,2024-03-30 22:05:01.603158,Business,full_time,1.99,82,54,4,58.9,4,18,30,7,2,False,True
STU00410,David,student00410@university.edu,2025-04-06 22:05:01.603159,Nursing,full_time,3.45,95,88,1,95.8,33,22,25,1,5,True,False
STU00411,Owen,student00411@university.edu,2024-01-23 22:05:01.603161,Nursing,full_time,3.55,17,15,1,94.3,32,27,30,1,5,True,False
STU00412,Daniel,student00412@university.edu,2025-02-15 22:05:01.603162,Computer Science,part_time,3.84,35,33,0,93.6,33,29,31,1,5,True,False
STU00413,John,student00413@university.edu,2024-03-16 22:05:01.603164,Engineering,full_time,3.42,55,47,1,88.7,29,27,31,2,5,True,False
STU00414,Sebastian,student00414@university.edu,2025-10-20 22:05:01.603166,Business,full_time,3.23,36,32,2,80.6,23,18,22,4,4,True,False
STU00415,Penelope,student00415@university.edu,2024-07-07 22:05:01.603167,Liberal Arts,full_time,2.63,70,54,3,77.9,15,24,33,5,3,True,False
STU00416,Michael,student00416@university.edu,2024-08-28 22:05:01.603169,Engineering,full_time,3.63,33,32,1,98.4,31,24,26,1,5,True,False
STU00417,Emily,student00417@university.edu,2025-11-17 22:05:01.603171,Computer Science,full_time,1.77,37,24,5,60.9,1,10,21,5,2,False,True
STU00418,Liam,student00418@university.edu,2025-09-28 22:05:01.603172,Nursing,part_time,3.36,79,69,1,88.9,25,21,26,2,4,True,False
STU00419,Sofia,student00419@university.edu,2025-05-13 22:05:01.603175,Business,full_time,3.15,49,42,2,84.3,25,16,21,2,4,True,False
STU00420,Joseph,student00420@university.edu,2024-11-24 22:05:01.603177,Engineering,full_time,1.99,71,48,4,71.9,15,15,24,5,2,False,True
STU00421,Liam,student00421@university.edu,2024-12-15 22:05:01.603179,Liberal Arts,full_time,2.42,71,50,4,72.7,15,17,26,6,3,True,True
STU00422,Jacob,student00422@university.edu,2024-02-18 22:05:01.603180,Computer Science,full_time,2.14,54,34,5,61.7,13,17,30,9,1,False,True
STU00423,Harper,student00423@university.edu,2024-07-07 22:05:01.603182,Computer Science,full_time,1.94,53,32,5,62.9,10,18,30,9,1,False,True
STU00424,David,student00424@university.edu,2024-01-16 22:05:01.603184,Engineering,full_time,3.42,38,36,1,91.5,29,30,33,4,5,True,False
STU00425,Madison,student00425@university.edu,2025-02-06 22:05:01.603185,Liberal Arts,full_time,3.56,73,71,1,96.1,32,21,22,0,6,False,False
STU00426,Isabella,student00426@university.edu,2025-12-08 22:05:01.603187,Computer Science,full_time,2.03,81,53,5,55.7,4,17,33,8,1,False,True
STU00427,Chloe,student00427@university.edu,2025-12-12 22:05:01.603189,Business,part_time,3.3,49,41,1,90.2,26,24,30,5,5,False,False
STU00428,Wyatt,student00428@university.edu,2024-04-01 22:05:01.603190,Computer Science,part_time,3.26,62,55,1,92.4,29,20,23,1,5,True,False
STU00429,Aria,student00429@university.edu,2024-12-17 22:05:01.603192,Liberal Arts,full_time,2.35,83,57,4,69.2,14,13,20,5,2,True,True
STU00430,Avery,student00430@university.edu,2024-07-25 22:05:01.603194,Nursing,full_time,3.75,55,52,0,99.9,31,20,22,0,6,False,False
STU00431,Joseph,student00431@university.edu,2025-03-16 22:05:01.603195,Nursing,part_time,2.59,84,66,3,84.3,22,22,28,5,3,True,True
STU00432,Jacob,student00432@university.edu,2024-07-27 22:05:01.603197,Engineering,full_time,3.64,71,66,1,91.5,30,27,29,2,5,True,False
STU00433,Scarlett,student00433@university.edu,2025-11-30 22:05:01.603198,Liberal Arts,full_time,3.91,80,74,1,94.3,32,23,24,0,5,True,False
STU00434,John,student00434@university.edu,2025-06-06 22:05:01.603200,Computer Science,part_time,3.51,24,22,0,94.2,32,30,34,0,5,True,False
STU00435,Elizabeth,student00435@university.edu,2024-03-24 22:05:01.603202,Computer Science,part_time,3.17,66,56,2,84.2,27,27,34,4,4,True,False
STU00436,Daniel,student00436@university.edu,2024-08-17 22:05:01.603203,Nursing,full_time,2.17,50,34,4,65.2,15,16,27,7,2,False,True
STU00437,Charlotte,student00437@university.edu,2025-11-17 22:05:01.603205,Nursing,full_time,3.47,51,47,1,86.8,32,17,21,0,5,True,False
STU00438,Sophia,student00438@university.edu,2025-11-06 22:05:01.603206,Business,full_time,2.84,72,57,3,74.9,19,16,22,4,4,True,True
STU00439,Matthew,student00439@university.edu,2025-03-17 22:05:01.603208,Nursing,full_time,2.1,62,45,4,71.8,13,16,26,5,2,False,True
STU00440,Camila,student00440@university.edu,2025-04-28 22:05:01.603210,Business,full_time,2.45,54,38,4,69.5,1,20,33,7,1,False,True
STU00441,Alexander,student00441@university.edu,2025-09-20 22:05:01.603211,Computer Science,full_time,1.8,44,26,4,58.9,10,15,29,8,1,False,True
STU00442,Emma,student00442@university.edu,2024-08-28 22:05:01.603213,Business,full_time,2.29,70,49,5,62.9,11,11,23,5,2,True,True
STU00443,Mason,student00443@university.edu,2025-08-11 22:05:01.603215,Business,full_time,3.13,80,72,3,88.1,23,22,28,3,3,True,True
STU00444,Owen,student00444@university.edu,2024-06-26 22:05:01.603216,Engineering,full_time,3.09,59,52,1,82.9,25,28,33,5,3,False,False
STU00445,Lucas,student00445@university.edu,2025-07-23 22:05:01.603218,Nursing,full_time,3.92,34,33,0,97.6,32,24,26,0,6,True,False
STU00446,Benjamin,student00446@university.edu,2024-07-08 22:05:01.603220,Business,full_time,3.39,29,26,1,85.5,24,29,33,3,5,True,False
STU00447,James,student00447@university.edu,2025-05-17 22:05:01.603221,Computer Science,full_time,3.31,70,61,1,88.3,26,26,30,4,5,True,False
STU00448,Layla,student00448@university.edu,2025-11-20 22:05:01.603223,Liberal Arts,part_time,3.36,87,83,1,93.0,32,27,31,3,5,True,False
STU00449,Emily,student00449@university.edu,2024-05-14 22:05:01.603224,Business,full_time,3.25,66,61,1,89.2,34,18,20,3,4,False,False
STU00450,Amelia,student00450@university.edu,2024-11-16 22:05:01.603226,Nursing,part_time,3.8,60,60,0,95.5,36,23,23,0,5,True,False
STU00451,Logan,student00451@university.edu,2025-10-09 22:05:01.603228,Engineering,part_time,2.99,51,44,1,88.9,29,25,29,4,5,True,False
STU00452,Aiden,student00452@university.edu,2025-04-26 22:05:01.603229,Computer Science,full_time,3.67,47,45,0,99.5,32,28,30,0,5,False,False
STU00453,Liam,student00453@university.edu,2025-08-28 22:05:01.603231,Engineering,full_time,3.45,57,50,2,86.1,27,23,25,2,4,True,False
STU00454,Sebastian,student00454@university.edu,2025-07-22 22:05:01.603232,Liberal Arts,part_time,3.44,79,71,1,93.2,27,23,25,1,5,False,False
STU00455,Emily,student00455@university.edu,2025-08-26 22:05:01.603234,Business,full_time,2.15,81,55,5,65.4,10,16,29,9,1,True,True
STU00456,Michael,student00456@university.edu,2025-05-01 22:05:01.603236,Business,full_time,3.06,78,65,2,87.0,27,20,25,2,5,True,False
STU00457,Layla,student00457@university.edu,2025-08-26 22:05:01.603237,Nursing,full_time,3.47,35,31,1,95.7,29,22,24,1,4,True,True
STU00458,Elizabeth,student00458@university.edu,2024-09-01 22:05:01.603239,Business,full_time,3.28,49,45,2,85.1,28,18,22,3,4,True,False
STU00459,Michael,student00459@university.edu,2025-11-11 22:05:01.603241,Computer Science,part_time,1.58,65,37,6,56.8,2,10,21,5,1,True,True
STU00460,Michael,student00460@university.edu,2024-04-01 22:05:01.603242,Liberal Arts,part_time,3.77,76,72,1,88.7,30,20,22,3,6,True,False
STU00461,Riley,student00461@university.edu,2024-12-11 22:05:01.603244,Engineering,part_time,3.28,55,46,1,84.5,26,24,28,3,4,False,False
STU00462,Jack,student00462@university.edu,2024-04-29 22:05:01.603245,Liberal Arts,full_time,3.58,94,88,1,91.5,31,18,22,2,4,False,False
STU00463,Joseph,student00463@university.edu,2024-06-09 22:05:01.603247,Business,full_time,2.96,35,27,2,81.4,23,18,22,2,3,True,False
STU00464,Ethan,student00464@university.edu,2024-10-16 22:05:01.603249,Engineering,full_time,1.46,83,47,5,53.5,5,10,20,6,1,False,True
STU00465,Amelia,student00465@university.edu,2024-04-11 22:05:01.603250,Nursing,full_time,1.73,69,45,6,56.0,9,12,21,5,1,True,True
STU00466,Chloe,student00466@university.edu,2024-07-15 22:05:01.603252,Liberal Arts,full_time,3.21,68,59,1,87.9,26,25,30,4,3,True,False
STU00467,Victoria,student00467@university.edu,2024-01-23 22:05:01.603253,Engineering,full_time,2.3,68,48,5,59.7,0,17,31,7,2,True,False
STU00468,Madison,student00468@university.edu,2025-03-08 22:05:01.603255,Engineering,full_time,2.95,29,21,2,78.3,19,15,22,3,4,False,True
STU00469,Mason,student00469@university.edu,2025-01-29 22:05:01.603257,Engineering,full_time,3.55,53,48,1,93.9,28,20,21,0,5,True,False
STU00470,Lillian,student00470@university.edu,2024-09-28 22:05:01.603258,Computer Science,full_time,1.8,64,40,5,56.4,7,15,27,7,1,False,True
STU00471,Carter,student00471@university.edu,2025-02-03 22:05:01.603260,Liberal Arts,full_time,3.76,81,75,1,96.8,35,22,25,0,5,False,True
STU00472,Carter,student00472@university.edu,2024-12-03 22:05:01.603262,Engineering,full_time,3.33,78,72,1,98.8,29,23,26,1,5,True,False
STU00473,Ava,student00473@university.edu,2025-03-01 22:05:01.603263,Liberal Arts,full_time,3.2,44,39,1,88.1,25,17,20,3,3,False,False
STU00474,Aria,student00474@university.edu,2024-10-04 22:05:01.603265,Engineering,full_time,1.64,53,31,5,54.2,0,13,25,7,1,False,True
STU00475,Noah,student00475@university.edu,2024-02-22 22:05:01.603266,Nursing,part_time,3.41,58,58,0,98.5,33,19,21,0,5,False,False
STU00476,Ethan,student00476@university.edu,2025-03-13 22:05:01.603268,Nursing,part_time,2.38,62,41,4,60.7,4,21,32,8,2,False,True
STU00477,Camila,student00477@university.edu,2024-05-12 22:05:01.603270,Nursing,part_time,2.12,41,29,5,60.1,12,19,34,7,2,False,True
STU00478,Sebastian,student00478@university.edu,2024-07-30 22:05:01.603271,Business,full_time,3.25,45,40,1,86.4,25,21,25,4,4,False,True
STU00479,Jack,student00479@university.edu,2024-03-31 22:05:01.603273,Engineering,full_time,2.23,34,21,4,64.5,4,14,22,6,1,False,True
STU00480,Jackson,student00480@university.edu,2024-07-17 22:05:01.603275,Business,full_time,3.54,78,73,1,89.3,31,22,26,3,4,True,False
STU00481,Penelope,student00481@university.edu,2024-12-30 22:05:01.603276,Liberal Arts,full_time,3.68,74,68,0,95.9,32,20,22,1,5,True,False
STU00482,Scarlett,student00482@university.edu,2024-09-25 22:05:01.603278,Business,full_time,3.68,21,20,0,96.7,34,25,28,1,6,False,False
STU00483,David,student00483@university.edu,2024-12-30 22:05:01.603279,Liberal Arts,part_time,3.24,40,34,2,80.3,28,18,22,4,4,False,False
STU00484,Jack,student00484@university.edu,2024-04-17 22:05:01.603281,Liberal Arts,full_time,2.83,84,69,3,78.8,19,19,26,6,4,True,False
STU00485,Lucas,student00485@university.edu,2024-02-20 22:05:01.603283,Liberal Arts,part_time,2.86,81,67,3,81.6,25,22,31,3,3,True,False
STU00486,Charlotte,student00486@university.edu,2025-07-31 22:05:01.603284,Business,part_time,3.41,74,68,1,91.0,31,21,23,2,3,False,False
STU00487,John,student00487@university.edu,2025-04-16 22:05:01.603286,Engineering,full_time,3.47,69,64,1,94.3,33,24,27,0,5,True,False
STU00488,Joseph,student00488@university.edu,2024-06-20 22:05:01.603288,Business,full_time,3.67,69,67,0,96.2,32,30,33,2,5,False,False
STU00489,Jackson,student00489@university.edu,2025-11-05 22:05:01.603289,Engineering,full_time,3.45,39,35,1,90.6,26,18,21,1,5,True,False
STU00490,Evelyn,student00490@university.edu,2025-04-30 22:05:01.603291,Engineering,full_time,2.19,41,27,5,57.7,11,16,27,7,2,True,True
STU00491,Harper,student00491@university.edu,2024-06-15 22:05:01.603292,Liberal Arts,full_time,3.42,56,49,1,92.3,29,24,28,2,4,False,False
STU00492,Evelyn,student00492@university.edu,2025-05-06 22:05:01.603294,Business,full_time,3.4,57,54,0,93.5,30,29,32,0,6,False,False
STU00493,Logan,student00493@university.edu,2025-12-09 22:05:01.603296,Engineering,full_time,3.81,48,48,0,96.6,32,26,27,0,5,True,False
STU00494,Jacob,student00494@university.edu,2025-01-27 22:05:01.603297,Nursing,full_time,3.74,70,65,0,86.3,29,22,25,0,5,True,False
STU00495,Victoria,student00495@university.edu,2024-09-03 22:05:01.603299,Engineering,full_time,2.67,39,31,3,80.2,19,20,29,4,3,False,True
STU00496,Jacob,student00496@university.edu,2025-10-01 22:05:01.603301,Nursing,full_time,3.15,56,46,2,79.9,22,16,20,1,4,True,False
STU00497,Lillian,student00497@university.edu,2025-12-11 22:05:01.603302,Business,full_time,1.78,32,18,6,65.0,4,12,26,5,2,True,True
STU00498,Emily,student00498@university.edu,2024-03-09 22:05:01.603304,Business,full_time,3.75,43,43,1,100.0,33,18,20,0,5,True,False
STU00499,Isabella,student00499@university.edu,2025-08-19 22:05:01.603305,Business,full_time,2.04,48,33,5,60.6,1,15,26,6,2,True,True
STU00500,James,student00500@university.edu,2024-04-18 22:05:01.603307,Engineering,full_time,3.03,73,59,3,80.7,20,25,33,7,3,True,True
